0,0,5013.100000,-4388.900000,-2312.300000,25166434.100000,19262710.100000,5347394.900000
0,50,5005.700000,-4042.800000,-2285.500000,25057202.100000,16344406.400000,5223823.700000
0,100,4990.300000,-3917.300000,-2255.700000,24903340.900000,15345399.100000,5088348.500000
0,150,4967.200000,-3746.400000,-2246.600000,24673429.000000,14035663.800000,5047963.800000
0,200,4978.000000,-3701.400000,-2240.000000,24780814.400000,13700574.800000,5021877.000000
0,250,4973.200000,-3566.700000,-2240.700000,24732859.600000,12721517.700000,5021094.500000
0,300,4952.700000,-3408.400000,-2259.700000,24529663.700000,11617564.400000,5106444.700000
0,350,4943.300000,-3294.100000,-2290.200000,24436465.500000,10851334.900000,5245375.200000
0,400,4921.700000,-3250.300000,-2307.800000,24223468.900000,10564605.900000,5326703.600000
0,450,4916.200000,-3128.100000,-2286.400000,24169197.800000,9785344.700000,5228791.400000
0,500,4917.900000,-3024.500000,-2322.300000,24185927.900000,9147797.500000,5393513.500000
0,550,4899.100000,-2847.300000,-2301.000000,24001748.300000,8107279.100000,5295291.600000
0,600,4887.100000,-2761.700000,-2278.500000,23889072.900000,7627309.500000,5191966.100000
0,650,4856.800000,-2594.800000,-2296.500000,23588944.000000,6733282.200000,5274414.100000
0,700,4852.100000,-2530.400000,-2285.800000,23543053.900000,6403029.800000,5225182.000000
0,750,4814.400000,-2397.200000,-2262.600000,23178578.000000,5746658.600000,5119677.200000
0,800,4802.800000,-2343.300000,-2292.100000,23066981.000000,5491323.500000,5254049.100000
0,850,4778.500000,-2174.700000,-2293.900000,22834402.100000,4729602.700000,5262250.700000
0,900,4767.600000,-2098.900000,-2300.900000,22730233.200000,4405551.700000,5294418.300000
0,950,4765.900000,-1930.000000,-2285.900000,22713833.300000,3725165.800000,5225500.900000
0,1000,4767.000000,-1865.300000,-2290.200000,22724570.600000,3479629.500000,5245415.200000
0,1050,4749.200000,-1724.000000,-2288.400000,22555199.000000,2972349.200000,5237106.200000
0,1100,4704.000000,-1623.100000,-2286.800000,22127892.400000,2634797.900000,5230112.600000
0,1150,4719.300000,-1531.700000,-2299.600000,22272128.300000,2346564.100000,5288590.000000
0,1200,4707.000000,-1389.000000,-2271.000000,22156057.800000,1929603.600000,5157909.400000
0,1250,4678.400000,-1266.400000,-2267.200000,21887611.400000,1603993.600000,5141049.000000
0,1300,4680.500000,-1147.000000,-2242.800000,21907421.500000,1316024.000000,5030573.000000
0,1350,4660.400000,-1035.300000,-2266.700000,21719844.800000,1071993.300000,5138539.300000
0,1400,4634.400000,-910.500000,-2268.900000,21477807.800000,829178.700000,5148197.900000
0,1450,4634.300000,-797.600000,-2278.400000,21476869.700000,636336.800000,5191764.400000
0,1500,4634.800000,-706.400000,-2298.000000,21481682.400000,499504.600000,5281154.600000
0,1550,4631.900000,-598.900000,-2261.200000,21454567.900000,359439.900000,5113761.800000
0,1600,4587.700000,-483.400000,-2291.100000,21047083.700000,234105.200000,5249758.300000
0,1650,4583.500000,-347.900000,-2255.800000,21009188.700000,121245.500000,5089383.600000
0,1700,4577.100000,-275.800000,-2269.700000,20950104.500000,76324.800000,5151905.500000
0,1750,4559.900000,-151.300000,-2243.900000,20792851.700000,23125.500000,5035310.300000
0,1800,4549.100000,-49.200000,-2281.400000,20694435.100000,2558.000000,5205394.600000
0,1850,4547.100000,60.300000,-2259.500000,20676520.900000,4113.300000,5105765.500000
0,1900,4547.500000,189.300000,-2263.100000,20680106.900000,36004.100000,5121977.500000
0,1950,4505.500000,309.400000,-2270.900000,20299651.500000,96004.200000,5157312.300000
0,2000,4510.900000,414.900000,-2259.800000,20348407.300000,172243.500000,5107877.600000
0,2050,4483.200000,531.600000,-2258.900000,20099638.800000,282782.400000,5102838.300000
0,2100,4472.200000,651.100000,-2257.800000,20000770.000000,424162.100000,5098711.200000
0,2150,4440.500000,773.900000,-2234.000000,19718259.300000,599018.300000,4991137.800000
0,2200,4447.400000,868.800000,-2266.000000,19779478.000000,755274.200000,5134962.200000
0,2250,4418.300000,974.000000,-2246.400000,19521579.100000,948923.600000,5046839.400000
0,2300,4377.500000,1109.500000,-2275.300000,19162897.300000,1231438.500000,5177373.500000
0,2350,4392.300000,1204.400000,-2233.400000,19292620.300000,1450659.000000,4988747.200000
0,2400,4384.300000,1345.800000,-2244.700000,19222303.300000,1811366.800000,5039232.700000
0,2450,4381.300000,1449.400000,-2236.200000,19195885.500000,2101169.000000,5001225.200000
0,2500,4371.000000,1566.600000,-2234.400000,19105883.200000,2454566.200000,4993668.400000
0,2550,4336.500000,1681.700000,-2238.400000,18805422.500000,2828242.100000,5010906.400000
0,2600,4318.000000,1784.700000,-2247.900000,18645195.800000,3185757.100000,5053355.100000
0,2650,4311.700000,1881.500000,-2262.600000,18591089.700000,3540479.700000,5120169.600000
0,2700,4295.000000,2035.700000,-2236.700000,18447788.200000,4144377.500000,5003216.900000
0,2750,4278.200000,2133.600000,-2250.700000,18303359.600000,4553344.400000,5066167.100000
0,2800,4277.800000,2284.800000,-2231.900000,18299796.000000,5220692.200000,4981698.100000
0,2850,4251.600000,2354.800000,-2208.000000,18076447.200000,5545185.800000,4875711.000000
0,2900,4225.200000,2444.600000,-2252.000000,17852580.800000,5976289.200000,5071745.400000
0,2950,4218.100000,2597.700000,-2216.100000,17792525.700000,6748210.100000,4911839.900000
0,3000,4187.900000,2737.000000,-2227.800000,17539061.100000,7491376.800000,4963238.400000
0,3050,4180.600000,2846.100000,-2211.100000,17477652.400000,8100894.700000,4889621.500000
